renderer	mesh	meshPath	meshGuid	material	shader	materialGuid	triangles	distance
Earth Magic Runtime/Earth Rock Debris 252	V5_Physics_Wedge_12_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Wedge_12_CenteredUnit.asset	65181f39fd9db7a49b5f552fb315e771	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.57
Earth Magic Runtime/Earth Rock Debris 253	V5_Physics_Pebble_17_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Pebble_17_CenteredUnit.asset	786e26bd15a909b41823b9ca0b79a1ce	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	176	60.57
Earth Magic Runtime/Earth Rock Debris 254	V5_Physics_Pebble_18_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Pebble_18_CenteredUnit.asset	d301d08e10d46784cacc7651daf4505e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.57
Earth Magic Runtime/Earth Rock Debris 255	V5_Physics_Pebble_19_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Pebble_19_CenteredUnit.asset	8493c2eb14e433b4e9359c075fc7ac6e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.57
Earth Magic Runtime/Earth Rock Debris 256	V5_Physics_Wedge_12_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Wedge_12_CenteredUnit.asset	65181f39fd9db7a49b5f552fb315e771	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.57
Earth Magic Runtime/Earth Wave Column 01	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 02	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 03	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 04	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 05	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 06	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 07	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 08	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 09	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 10	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 11	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 12	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 13	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 14	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 15	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 16	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 17	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 18	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 19	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 20	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 21	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 22	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 23	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 24	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 25	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 26	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 27	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 28	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 29	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 30	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 31	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 32	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 33	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 34	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 35	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 36	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 37	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 38	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 39	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 40	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 41	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 42	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 43	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 44	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 45	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 46	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 47	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 48	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 49	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 50	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 51	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 52	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 53	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 54	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 55	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 56	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 57	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 58	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 59	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 60	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 61	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 62	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 63	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 64	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 65	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 66	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 67	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 68	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 69	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 70	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 71	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 72	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 73	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 74	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 75	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 76	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 77	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 78	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 79	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 80	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 81	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 82	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 83	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 84	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 85	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 86	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 87	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 88	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 89	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 90	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wave Column 91	EarthFacetedCell_00 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	149	60.57
Earth Magic Runtime/Earth Wave Column 92	EarthFacetedCell_01 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	276	60.58
Earth Magic Runtime/Earth Wave Column 93	EarthFacetedCell_02 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	444	60.56
Earth Magic Runtime/Earth Wave Column 94	EarthFacetedCell_03 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	143	60.60
Earth Magic Runtime/Earth Wave Column 95	EarthFacetedCell_04 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	317	60.57
Earth Magic Runtime/Earth Wave Column 96	EarthFacetedCell_05 Beveled Render			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	410	60.56
Earth Magic Runtime/Earth Wall 01/VisualEmergenceRoot	Earth Wall Matched Broad Crown v2	Assets/Elemental/Content/Fracture/EarthWallFracture.asset	271e1a339e9a8ac428c277e82f56e6d8	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	190	60.58
Earth Magic Runtime/Earth Wall 01/VisualEmergenceRoot	Earth Wall Matched Broad Crown v2	Assets/Elemental/Content/Fracture/EarthWallFracture.asset	271e1a339e9a8ac428c277e82f56e6d8	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	190	60.58
Earth Magic Runtime/Earth Wall 01/Baked Piece 001	Earth Wall Baked Piece 001 Hard 001 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	81	60.91
Earth Magic Runtime/Earth Wall 01/Baked Piece 001	Earth Wall Baked Piece 001 Hard 001 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	81	60.91
Earth Magic Runtime/Earth Wall 01/Baked Piece 002	Earth Wall Baked Piece 002 Hard 002 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	103	60.44
Earth Magic Runtime/Earth Wall 01/Baked Piece 002	Earth Wall Baked Piece 002 Hard 002 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	103	60.44
Earth Magic Runtime/Earth Wall 01/Baked Piece 003	Earth Wall Baked Piece 003 Hard 003 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	112	60.92
Earth Magic Runtime/Earth Wall 01/Baked Piece 003	Earth Wall Baked Piece 003 Hard 003 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	112	60.92
Earth Magic Runtime/Earth Wall 01/Baked Piece 004	Earth Wall Baked Piece 004 Hard 004 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	126	60.35
Earth Magic Runtime/Earth Wall 01/Baked Piece 004	Earth Wall Baked Piece 004 Hard 004 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	126	60.35
Earth Magic Runtime/Earth Wall 01/Baked Piece 005	Earth Wall Baked Piece 005 Hard 005 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	116	60.62
Earth Magic Runtime/Earth Wall 01/Baked Piece 005	Earth Wall Baked Piece 005 Hard 005 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	116	60.62
Earth Magic Runtime/Earth Wall 01/Baked Piece 006	Earth Wall Baked Piece 006 Hard 006 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	139	60.21
Earth Magic Runtime/Earth Wall 01/Baked Piece 006	Earth Wall Baked Piece 006 Hard 006 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	139	60.21
Earth Magic Runtime/Earth Wall 01/Baked Piece 007	Earth Wall Baked Piece 007 Hard 007 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	112	60.71
Earth Magic Runtime/Earth Wall 01/Baked Piece 007	Earth Wall Baked Piece 007 Hard 007 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	112	60.71
Earth Magic Runtime/Earth Wall 01/Baked Piece 008	Earth Wall Baked Piece 008 Hard 008 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	119	60.20
Earth Magic Runtime/Earth Wall 01/Baked Piece 008	Earth Wall Baked Piece 008 Hard 008 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	119	60.20
Earth Magic Runtime/Earth Wall 01/Baked Piece 009	Earth Wall Baked Piece 009 Hard 009 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	99	60.46
Earth Magic Runtime/Earth Wall 01/Baked Piece 009	Earth Wall Baked Piece 009 Hard 009 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	99	60.46
Earth Magic Runtime/Earth Wall 01/Baked Piece 010	Earth Wall Baked Piece 010 Hard 010 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	94	60.92
Earth Magic Runtime/Earth Wall 01/Baked Piece 010	Earth Wall Baked Piece 010 Hard 010 Chipped Cell			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	94	60.92
